Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Banda ancha fija,Dial up,Accesos por cada 100 hogares,Accesos por cada 100 hab
2021,3,San Juan,40072.0,12922.0,6670.0,11372.0,8447.0,79227,256.0,39.455,10.05
2021,3,San Luis,8417.0,11884.0,27.0,68856.0,28680.0,117716,148.0,79.87,22.857
2021,3,Santa Cruz,12347.0,22961.0,6328.0,4269.0,3071.0,48779,197.0,43.747,13.016
2021,3,Santa Fe,245929.0,443156.0,93412.0,43447.0,15640.0,841433,151.0,75.017,23.588
2021,3,Santiago Del Estero,19939.0,85535.0,909.0,6147.0,2928.0,115457,1.0,47.0,11.661
2021,3,Tierra Del Fuego,12853.0,36958.0,6.0,16.0,390.0,49934,289.0,94.954,28.15
2021,3,Tucumán,104489.0,53868.0,70964.0,2408.0,743.0,232447,25.0,54.636,13.533
2021,2,Buenos Aires,603255.0,2503830.0,854173.0,113546.0,57547.0,4127167,5184.0,70.003,23.352
2021,2,Capital Federal,148989.0,1175097.0,41318.0,5580.0,29371.0,1398747,1608.0,110.144,45.487
2021,2,Catamarca,20305.0,9426.0,22331.0,1449.0,2233.0,55743,1.0,52.34,13.314
2021,2,Chaco,39826.0,62948.0,27584.0,8018.0,2353.0,140726,3.0,43.328,11.58
2021,2,Chubut,49271.0,41497.0,6081.0,23682.0,18706.0,138412,825.0,72.294,22.16
2021,2,Córdoba,239780.0,467782.0,151855.0,55944.0,15519.0,930818,62.0,80.115,24.528
2021,2,Corrientes,46648.0,67262.0,3731.0,6557.0,5303.0,129498,3.0,43.541,11.465
2021,2,Entre Ríos,77836.0,124957.0,17856.0,23786.0,13197.0,257617,15.0,61.66,18.436
2021,2,Formosa,19571.0,12509.0,3610.0,15690.0,171.0,51551,0.0,33.225,8.456
2021,2,Jujuy,24738.0,60800.0,19611.0,2731.0,3968.0,111848,0.0,56.182,14.367
2021,2,La Pampa,9017.0,57014.0,17132.0,13209.0,1295.0,97551,116.0,82.08,27.044
2021,2,La Rioja,11627.0,54255.0,9445.0,6245.0,30.0,81599,3.0,76.979,20.492
2021,2,Mendoza,91503.0,70834.0,44696.0,21811.0,827.0,229052,619.0,40.973,11.434
2021,2,Misiones,44960.0,87861.0,10376.0,5317.0,7662.0,156176,0.0,45.013,12.26
2021,2,Neuquén,30083.0,72690.0,15619.0,19218.0,640.0,137877,373.0,69.14,20.58
2021,2,Río Negro,48189.0,43761.0,18727.0,15031.0,18376.0,143583,501.0,61.942,19.052
2021,2,Salta,51396.0,96016.0,32050.0,5724.0,6453.0,191637,2.0,54.93,13.303
2021,2,San Juan,40072.0,12369.0,6673.0,11372.0,8447.0,78677,256.0,39.284,10.007
2021,2,San Luis,8417.0,11308.0,28.0,66860.0,36205.0,122670,148.0,83.478,23.891
2021,2,Santa Cruz,12347.0,22967.0,6328.0,4269.0,3071.0,48785,197.0,44.015,13.097
2021,2,Santa Fe,256741.0,431915.0,90424.0,43997.0,17523.0,840449,151.0,75.069,23.605
2021,2,Santiago Del Estero,20734.0,83770.0,909.0,5081.0,3596.0,114089,1.0,46.557,11.554
2021,2,Tierra Del Fuego,12853.0,22504.0,6.0,14.0,316.0,35404,289.0,67.886,20.127
2021,2,Tucumán,110429.0,48359.0,71683.0,1837.0,743.0,233026,25.0,54.928,13.606
2021,1,Buenos Aires,629679.0,2452056.0,821597.0,98806.0,57864.0,4054936,5066.0,69.105,22.998
2021,1,Capital Federal,159805.0,1145093.0,39980.0,5559.0,29236.0,1378283,1390.0,108.42,44.827
2021,1,Catamarca,26316.0,4409.0,18688.0,322.0,2233.0,51967,1.0,48.899,12.438
2021,1,Chaco,43214.0,61251.0,25426.0,8004.0,1875.0,139767,3.0,43.136,11.529
2021,1,Chubut,45501.0,40960.0,3444.0,23723.0,18712.0,131515,825.0,68.994,21.148
2021,1,Córdoba,260350.0,444695.0,134634.0,54137.0,17065.0,910826,55.0,78.59,24.061
2021,1,Corrientes,49160.0,62876.0,3337.0,5949.0,5303.0,126622,3.0,42.664,11.234
2021,1,Entre Ríos,83688.0,118424.0,16846.0,20836.0,12169.0,251950,13.0,60.439,18.071
2021,1,Formosa,20663.0,11412.0,2562.0,15669.0,380.0,50686,0.0,32.733,8.331
2021,1,Jujuy,32254.0,54324.0,17322.0,2677.0,3879.0,110456,0.0,55.632,14.226
2021,1,La Pampa,8946.0,58711.0,15779.0,12369.0,1300.0,96989,116.0,81.777,26.943
2021,1,La Rioja,17363.0,34984.0,1.0,250.0,30.0,52625,3.0,49.807,13.258
2021,1,Mendoza,91844.0,69295.0,38619.0,18332.0,833.0,218308,615.0,39.154,10.926
2021,1,Misiones,48292.0,82339.0,7064.0,4796.0,6896.0,149387,0.0,43.172,11.759
2021,1,Neuquén,30223.0,70457.0,14171.0,17752.0,632.0,132862,373.0,66.842,19.896
2021,1,Río Negro,48777.0,42192.0,17828.0,13994.0,18377.0,140667,501.0,60.879,18.725
2021,1,Salta,54768.0,89187.0,31498.0,5669.0,6452.0,187572,2.0,53.93,13.061
2021,1,San Juan,40072.0,11589.0,6671.0,11482.0,8453.0,78011,256.0,39.055,9.948
2021,1,San Luis,8417.0,10678.0,28.0,63826.0,36205.0,119006,148.0,81.237,23.249
2021,1,Santa Cruz,12347.0,23089.0,5975.0,4264.0,390.0,45868,197.0,41.648,12.392
2021,1,Santa Fe,277012.0,421480.0,70976.0,39140.0,17519.0,825990,137.0,73.917,23.242
2021,1,Santiago Del Estero,26468.0,75849.0,570.0,5158.0,3596.0,111640,1.0,45.673,11.335
2021,1,Tierra Del Fuego,12853.0,27247.0,6.0,0.0,316.0,40133,289.0,77.349,22.931
2021,1,Tucumán,147199.0,12185.0,69954.0,1834.0,740.0,231890,22.0,54.819,13.579
2020,4,Buenos Aires,635651.0,2441248.0,804991.0,93444.0,57927.0,4028195,5066.0,68.977,22.902
2020,4,Capital Federal,163060.0,1142528.0,39890.0,4815.0,29237.0,1378140,1390.0,108.311,44.834
2020,4,Catamarca,26870.0,5115.0,17856.0,322.0,2233.0,52395,1.0,49.407,12.567
2020,4,Chaco,44332.0,61200.0,23687.0,7997.0,1875.0,139088,3.0,43.031,11.501
2020,4,Chubut,45703.0,39756.0,3040.0,23363.0,18712.0,129749,825.0,68.352,20.951
2020,4,Córdoba,267396.0,439322.0,125620.0,52827.0,17536.0,902646,55.0,78.08,23.905
2020,4,Corrientes,50102.0,61495.0,3146.0,5626.0,5290.0,125656,3.0,42.428,11.172
2020,4,Entre Ríos,85683.0,113670.0,15653.0,20206.0,12169.0,247368,13.0,59.474,17.782
2020,4,Formosa,21264.0,10789.0,2432.0,15341.0,380.0,50206,0.0,32.487,8.268
2020,4,Jujuy,32850.0,52815.0,15639.0,1077.0,3470.0,105851,0.0,53.457,13.67
2020,4,La Pampa,9009.0,58945.0,15432.0,12194.0,1315.0,96779,116.0,81.768,26.94
2020,4,La Rioja,17513.0,34984.0,1.0,250.0,30.0,52775,3.0,50.111,13.339
2020,4,Mendoza,91842.0,68364.0,36083.0,18331.0,833.0,214838,615.0,38.63,10.78
2020,4,Misiones,49462.0,79855.0,6589.0,4359.0,6896.0,147161,0.0,42.644,11.615
2020,4,Neuquén,30468.0,70614.0,13732.0,17689.0,632.0,132762,373.0,67.002,19.944
2020,4,Río Negro,48991.0,42022.0,17826.0,13994.0,18377.0,140709,501.0,61.089,18.789
2020,4,Salta,56659.0,87817.0,30604.0,5858.0,6452.0,187388,2.0,54.043,13.088
2020,4,San Juan,40072.0,7004.0,6599.0,10468.0,8453.0,72340,256.0,36.321,9.252
2020,4,San Luis,8417.0,11767.0,27.0,63019.0,36205.0,119287,148.0,81.679,23.375
2020,4,Santa Cruz,12347.0,19657.0,1041.0,4659.0,2970.0,40477,197.0,37.0,11.009
2020,4,Santa Fe,287271.0,414746.0,62692.0,38712.0,17392.0,820676,137.0,73.581,23.137
2020,4,Santiago Del Estero,26812.0,70522.0,570.0,5169.0,3596.0,106668,1.0,43.749,10.857
2020,4,Tierra Del Fuego,12853.0,26439.0,6.0,0.0,316.0,39325,289.0,76.266,22.61
2020,4,Tucumán,149322.0,11150.0,68043.0,1834.0,740.0,231067,22.0,54.783,13.57
2020,3,Buenos Aires,653930.0,2384557.0,749087.0,94162.0,55541.0,3932211,5066.0,67.656,22.41
2020,3,Capital Federal,170375.0,1129573.0,39417.0,3936.0,29374.0,1371285,1390.0,107.676,44.623
2020,3,Catamarca,26868.0,3690.0,16857.0,261.0,2228.0,49903,1.0,47.157,11.995
2020,3,Chaco,45745.0,58825.0,20675.0,6706.0,2003.0,133951,3.0,41.542,11.103
2020,3,Chubut,45761.0,39386.0,2897.0,23216.0,18767.0,129202,825.0,68.344,20.949
2020,3,Córdoba,276360.0,430771.0,102217.0,48368.0,9756.0,867417,55.0,75.22,23.03
2020,3,Corrientes,50858.0,58681.0,2960.0,5513.0,5379.0,123388,3.0,41.751,10.994
2020,3,Entre Ríos,87892.0,106950.0,13954.0,20379.0,12320.0,241482,13.0,58.19,17.398
2020,3,Formosa,21790.0,10003.0,2000.0,15023.0,393.0,49209,0.0,31.906,8.12
2020,3,Jujuy,32611.0,57682.0,11112.0,952.0,4371.0,106728,0.0,54.044,13.82
2020,3,La Pampa,9015.0,56845.0,14677.0,11893.0,1305.0,93619,116.0,79.264,26.116
2020,3,La Rioja,17346.0,34984.0,1.0,250.0,35.0,52613,3.0,50.118,13.341
2020,3,Mendoza,91908.0,64672.0,32817.0,17523.0,868.0,207173,615.0,37.349,10.422
2020,3,Misiones,50195.0,77989.0,2572.0,3445.0,8985.0,143186,0.0,41.604,11.332
2020,3,Neuquén,30222.0,70446.0,11043.0,16787.0,737.0,128862,373.0,65.244,19.42
2020,3,Río Negro,49530.0,40001.0,10381.0,13187.0,18368.0,130966,501.0,57.052,17.548
2020,3,Salta,58216.0,84128.0,25445.0,5764.0,7293.0,180844,2.0,52.316,12.67
2020,3,San Juan,40092.0,9223.0,5509.0,14023.0,8480.0,77071,256.0,38.79,9.881
2020,3,San Luis,8401.0,10077.0,6.0,61828.0,36253.0,116417,148.0,79.962,22.884
2020,3,Santa Cruz,12845.0,16098.0,1027.0,6938.0,2373.0,39084,197.0,35.952,10.697
2020,3,Santa Fe,295051.0,405807.0,45721.0,37112.0,19307.0,802861,137.0,72.121,22.678
2020,3,Santiago Del Estero,26419.0,70720.0,555.0,4185.0,3613.0,105491,1.0,43.376,10.765
2020,3,Tierra Del Fuego,12854.0,26491.0,0.0,0.0,310.0,39366,289.0,76.809,22.772
2020,3,Tucumán,149605.0,11752.0,59949.0,1808.0,762.0,223854,22.0,53.228,13.185
2020,2,Buenos Aires,661272.0,2244277.0,723072.0,91736.0,57189.0,3772480,5066.0,65.221,21.553
2020,2,Capital Federal,178896.0,1106133.0,39482.0,3937.0,29373.0,1356431,1390.0,106.415,44.152
2020,2,Catamarca,26968.0,3641.0,14878.0,261.0,2228.0,47975,1.0,45.432,11.557
2020,2,Chaco,46816.0,56017.0,17266.0,6452.0,1581.0,128129,3.0,39.833,10.646
2020,2,Chubut,45761.0,38279.0,1324.0,17678.0,5614.0,107831,825.0,57.345,17.578
2020,2,Córdoba,282858.0,415007.0,85818.0,44522.0,8263.0,836413,55.0,72.714,22.263
2020,2,Corrientes,51248.0,55536.0,3144.0,3927.0,5011.0,118863,3.0,40.305,10.613
2020,2,Entre Ríos,89391.0,99423.0,13954.0,20042.0,11303.0,234100,13.0,56.539,16.905
2020,2,Formosa,21805.0,9353.0,1882.0,14723.0,169.0,47932,0.0,31.139,7.926
2020,2,Jujuy,32705.0,38938.0,5057.0,952.0,16664.0,94316,0.0,47.888,12.246
2020,2,La Pampa,8551.0,54422.0,14232.0,11314.0,1290.0,89693,116.0,76.102,25.074
2020,2,La Rioja,16885.0,34984.0,1.0,250.0,35.0,52152,3.0,49.84,13.268
2020,2,Mendoza,91904.0,62941.0,29613.0,15924.0,802.0,200569,615.0,36.252,10.117
2020,2,Misiones,50792.0,74497.0,2579.0,3319.0,9153.0,140340,0.0,40.888,11.137
2020,2,Neuquén,30256.0,67990.0,11037.0,15755.0,1134.0,125799,373.0,63.898,19.021
2020,2,Río Negro,49756.0,39650.0,10382.0,11331.0,18367.0,128985,501.0,56.369,17.338
2020,2,Salta,59502.0,81740.0,24289.0,5123.0,7108.0,177760,2.0,51.582,12.493
2020,2,San Juan,40092.0,8275.0,5509.0,7019.0,8882.0,69521,256.0,35.095,8.94
2020,2,San Luis,8401.0,8357.0,6.0,60935.0,36253.0,113804,148.0,78.41,22.44
2020,2,Santa Cruz,12845.0,16044.0,1027.0,6585.0,2368.0,38672,197.0,35.793,10.651
2020,2,Santa Fe,299974.0,381679.0,46698.0,30487.0,19094.0,777795,137.0,70.002,22.012
2020,2,Santiago Del Estero,25917.0,72074.0,355.0,3038.0,4063.0,105446,1.0,43.467,10.788
2020,2,Tierra Del Fuego,12854.0,26025.0,0.0,0.0,310.0,38900,289.0,76.369,22.642
2020,2,Tucumán,150084.0,9833.0,55120.0,1357.0,762.0,217134,22.0,51.781,12.827
2020,1,Buenos Aires,673237.0,2210349.0,720688.0,85443.0,18334.0,3702985,5066.0,64.326,21.208
2020,1,Capital Federal,184494.0,1097635.0,38898.0,3911.0,28556.0,1352104,1390.0,105.98,44.024
2020,1,Catamarca,21945.0,3146.0,12056.0,261.0,2227.0,39634,1.0,37.615,9.568
2020,1,Chaco,46356.0,54144.0,11958.0,6239.0,1580.0,120274,3.0,37.484,10.018
2020,1,Chubut,45763.0,27287.0,1324.0,16885.0,5479.0,95938,800.0,51.268,15.715
2020,1,Córdoba,286168.0,406109.0,68512.0,41617.0,8693.0,811044,55.0,70.688,21.642
2020,1,Corrientes,51126.0,53231.0,2172.0,2437.0,5004.0,113967,3.0,38.729,10.198
2020,1,Entre Ríos,90368.0,95434.0,13245.0,18737.0,14062.0,231833,13.0,56.12,16.779
2020,1,Formosa,21068.0,8887.0,1800.0,14510.0,169.0,46434,0.0,30.228,7.694
2020,1,Jujuy,32066.0,38938.0,3078.0,942.0,16641.0,91665,0.0,46.67,11.935
2020,1,La Pampa,8553.0,53755.0,13821.0,11295.0,1802.0,89110,116.0,75.767,24.963
2020,1,La Rioja,13076.0,34984.0,0.0,251.0,29.0,48337,3.0,46.347,12.337
2020,1,Mendoza,91955.0,50251.0,28059.0,12465.0,722.0,182837,615.0,33.142,9.249
2020,1,Misiones,51458.0,69452.0,1220.0,460.0,10962.0,133552,0.0,39.018,10.628
2020,1,Neuquén,29305.0,65951.0,11031.0,14711.0,729.0,121354,373.0,61.847,18.41
2020,1,Río Negro,47756.0,38479.0,10381.0,11222.0,18362.0,125699,501.0,55.116,16.953
2020,1,Salta,60426.0,75593.0,23025.0,4125.0,7212.0,170379,2.0,49.596,12.012
2020,1,San Juan,40092.0,6448.0,5508.0,7082.0,5101.0,63975,256.0,32.392,8.251
2020,1,San Luis,8301.0,7612.0,5.0,58301.0,36333.0,110404,148.0,76.309,21.839
2020,1,Santa Cruz,12845.0,15766.0,1026.0,6817.0,2368.0,38625,197.0,35.974,10.704
2020,1,Santa Fe,302366.0,383673.0,35123.0,30488.0,19468.0,770981,137.0,69.524,21.861
2020,1,Santiago Del Estero,24695.0,70424.0,200.0,2779.0,4657.0,102754,1.0,42.466,10.539
2020,1,Tierra Del Fuego,12854.0,25632.0,0.0,0.0,308.0,38505,289.0,76.07,22.553
2020,1,Tucumán,143184.0,10494.0,44687.0,1355.0,347.0,200045,22.0,47.848,11.852
2019,4,Buenos Aires,720011.0,2191672.0,669194.0,87111.0,18266.0,3681120,5134.0,64.252,21.135
2019,4,Capital Federal,196938.0,1093143.0,35534.0,3914.0,28576.0,1356695,1410.0,106.245,44.187
2019,4,Catamarca,22999.0,3318.0,9506.0,261.0,2227.0,38310,1.0,36.438,9.269
2019,4,Chaco,48661.0,53602.0,8831.0,5229.0,1580.0,117900,3.0,36.835,9.845
2019,4,Chubut,47045.0,26977.0,1324.0,15267.0,5489.0,95292,810.0,51.145,15.677
2019,4,Córdoba,296872.0,410038.0,53335.0,37750.0,8693.0,806633,55.0,70.483,21.579
2019,4,Corrientes,52525.0,51845.0,2002.0,2458.0,5004.0,113831,3.0,38.767,10.208
2019,4,Entre Ríos,92981.0,99206.0,12875.0,18561.0,15407.0,239017,13.0,57.992,17.339
2019,4,Formosa,21567.0,8684.0,1760.0,14531.0,169.0,46711,0.0,30.471,7.755
2019,4,Jujuy,32949.0,37604.0,873.0,814.0,16641.0,88881,0.0,45.378,11.604
2019,4,La Pampa,15457.0,56854.0,4942.0,11341.0,1805.0,90280,119.0,76.924,25.345
2019,4,La Rioja,13738.0,34984.0,0.0,251.0,29.0,48999,3.0,47.136,12.548
2019,4,Mendoza,96678.0,49711.0,24989.0,13672.0,730.0,185157,623.0,33.649,9.39
2019,4,Misiones,53116.0,69676.0,847.0,441.0,11733.0,135813,0.0,39.789,10.838
2019,4,Neuquén,29826.0,60970.0,10549.0,14246.0,854.0,116069,376.0,59.356,17.668
2019,4,Río Negro,49747.0,37933.0,9658.0,11437.0,18365.0,126636,504.0,55.705,17.134
2019,4,Salta,63272.0,76062.0,21865.0,3040.0,8206.0,172443,2.0,50.355,12.195
2019,4,San Juan,41360.0,6338.0,4931.0,7241.0,5104.0,64715,259.0,32.855,8.369
2019,4,San Luis,8569.0,8027.0,6.0,55266.0,36333.0,108053,148.0,74.92,21.441
2019,4,Santa Cruz,13264.0,15899.0,1036.0,6800.0,2371.0,39170,200.0,36.711,10.923
2019,4,Santa Fe,312072.0,382254.0,27464.0,26978.0,20401.0,769019,150.0,69.482,21.848
2019,4,Santiago Del Estero,24682.0,71239.0,200.0,2810.0,4657.0,103587,1.0,42.921,10.652
2019,4,Tierra Del Fuego,13261.0,26821.0,0.0,0.0,310.0,40101,291.0,79.695,23.628
2019,4,Tucumán,146985.0,11012.0,39574.0,725.0,348.0,198621,23.0,47.649,11.803
2019,3,Buenos Aires,1277249.0,2144956.0,425386.0,85572.0,27070.0,3950114,10119.0,69.356,22.762
2019,3,Capital Federal,300288.0,1080973.0,24900.0,3895.0,31155.0,1437734,3477.0,112.645,46.905
2019,3,Catamarca,24349.0,5543.0,13.0,244.0,2251.0,32391,9.0,30.884,7.856
2019,3,Chaco,50416.0,49156.0,8063.0,5224.0,1592.0,114438,13.0,35.846,9.581
2019,3,Chubut,37298.0,27090.0,1917.0,15149.0,7551.0,87481,1524.0,47.566,14.58
2019,3,Córdoba,307780.0,399231.0,30064.0,37277.0,8701.0,782946,107.0,68.592,21.001
2019,3,Corrientes,53344.0,50230.0,1888.0,2458.0,4839.0,112749,10.0,38.485,10.134
2019,3,Entre Ríos,94947.0,96305.0,12888.0,18530.0,15432.0,238057,45.0,57.9,17.312
2019,3,Formosa,21777.0,8359.0,1476.0,14292.0,162.0,46066,0.0,30.112,7.664
2019,3,Jujuy,33110.0,35742.0,274.0,812.0,16638.0,86575,1.0,44.322,11.334
2019,3,La Pampa,19469.0,52941.0,4994.0,11462.0,1962.0,90559,269.0,77.453,25.519
2019,3,La Rioja,14390.0,34984.0,11.0,251.0,41.0,49659,18.0,47.943,12.762
2019,3,Mendoza,148640.0,54312.0,6865.0,12975.0,1545.0,223015,1322.0,40.737,11.368
2019,3,Misiones,54493.0,65872.0,829.0,419.0,12270.0,133883,0.0,39.333,10.713
2019,3,Neuquén,43347.0,60484.0,5560.0,13512.0,2518.0,123435,1986.0,64.139,19.092
2019,3,Río Negro,67478.0,37425.0,9739.0,10806.0,18847.0,143391,904.0,63.425,19.508
2019,3,Salta,65799.0,74329.0,733.0,1580.0,9394.0,151834,1.0,44.476,10.772
2019,3,San Juan,51670.0,7425.0,1227.0,7241.0,5535.0,72535,563.0,37.062,9.441
2019,3,San Luis,13037.0,10561.0,350.0,62286.0,36466.0,122409,291.0,85.226,24.391
2019,3,Santa Cruz,10663.0,17056.0,969.0,6544.0,2738.0,37642,328.0,35.628,10.602
2019,3,Santa Fe,319396.0,377171.0,18690.0,24269.0,21408.0,760706,228.0,68.872,21.656
2019,3,Santiago Del Estero,24556.0,71198.0,219.0,2759.0,34400.0,133130,2.0,55.304,13.725
2019,3,Tierra Del Fuego,19790.0,26659.0,651.0,0.0,1487.0,48043,544.0,96.462,28.599
2019,3,Tucumán,150918.0,12089.0,116.0,684.0,324.0,164099,32.0,39.488,9.782
2019,2,Buenos Aires,1284658.0,2079900.0,382971.0,75240.0,32929.0,3845594,10104.0,67.847,22.216
2019,2,Capital Federal,309937.0,1061358.0,36082.0,3962.0,4281.0,1412177,3443.0,110.546,46.086
2019,2,Catamarca,25682.0,5543.0,13.0,146.0,2251.0,33626,9.0,32.131,8.173
2019,2,Chaco,50765.0,47448.0,4203.0,4727.0,1591.0,108721,13.0,34.14,9.125
2019,2,Chubut,37313.0,26338.0,1917.0,14443.0,7545.0,86038,1518.0,46.988,14.404
2019,2,Córdoba,314768.0,388254.0,23023.0,33847.0,15236.0,775023,105.0,68.071,20.842
2019,2,Corrientes,53835.0,47431.0,1701.0,2444.0,6138.0,111539,10.0,38.156,10.047
2019,2,Entre Ríos,97081.0,91081.0,12764.0,17369.0,17529.0,235780,44.0,57.478,17.186
2019,2,Formosa,21916.0,8686.0,1382.0,14292.0,162.0,46438,0.0,30.418,7.742
2019,2,Jujuy,33022.0,30742.0,274.0,812.0,21857.0,86706,1.0,44.512,11.383
2019,2,La Pampa,19471.0,52101.0,4840.0,10789.0,3004.0,89937,268.0,77.083,25.398
2019,2,La Rioja,15014.0,34984.0,11.0,251.0,41.0,50283,18.0,48.705,12.966
2019,2,Mendoza,148673.0,54027.0,6865.0,12748.0,1544.0,222535,1322.0,40.755,11.373
2019,2,Misiones,55373.0,64272.0,543.0,421.0,12269.0,132878,0.0,39.146,10.663
2019,2,Neuquén,43420.0,59021.0,4983.0,12792.0,2737.0,120954,1999.0,63.081,18.778
2019,2,Río Negro,67841.0,36527.0,4037.0,10485.0,19657.0,137632,915.0,61.094,18.792
2019,2,Salta,68827.0,62343.0,725.0,1210.0,9463.0,142567,1.0,41.893,10.147
2019,2,San Juan,51680.0,7425.0,1174.0,2870.0,6876.0,69461,564.0,35.6,9.069
2019,2,San Luis,11130.0,10298.0,347.0,57242.0,38368.0,117094,291.0,81.79,23.408
2019,2,Santa Cruz,10665.0,10257.0,379.0,6514.0,2735.0,30225,325.0,28.846,8.584
2019,2,Santa Fe,325420.0,355140.0,18236.0,21980.0,22708.0,743258,226.0,67.423,21.201
2019,2,Santiago Del Estero,24393.0,64783.0,219.0,2759.0,34600.0,126752,2.0,52.79,13.102
2019,2,Tierra Del Fuego,19790.0,25527.0,651.0,0.0,1486.0,46910,544.0,94.798,28.108
2019,2,Tucumán,153121.0,12089.0,116.0,684.0,321.0,166299,32.0,40.136,9.942
2019,1,Buenos Aires,1304507.0,2020730.0,336362.0,64867.0,20201.0,3736563,10104.0,66.243,21.642
2019,1,Capital Federal,328246.0,1030814.0,32281.0,3978.0,4281.0,1396157,3443.0,109.196,45.579
2019,1,Catamarca,26912.0,4443.0,16.0,0.0,2251.0,33613,9.0,32.19,8.189
2019,1,Chaco,53409.0,43555.0,1951.0,3628.0,1134.0,103664,13.0,32.636,8.723
2019,1,Chubut,37302.0,23065.0,1923.0,14443.0,3045.0,78260,1518.0,42.998,13.18
2019,1,Córdoba,323272.0,363959.0,19902.0,24615.0,12367.0,744010,105.0,65.517,20.06
2019,1,Corrientes,55842.0,43444.0,1615.0,1528.0,58.0,102477,10.0,35.135,9.252
2019,1,Entre Ríos,100999.0,90253.0,12723.0,16231.0,12241.0,232403,44.0,56.788,16.979
2019,1,Formosa,22570.0,7878.0,940.0,13761.0,62.0,45211,0.0,29.678,7.554
2019,1,Jujuy,33248.0,12484.0,153.0,640.0,43622.0,90146,1.0,46.408,11.868
2019,1,La Pampa,18832.0,57373.0,2891.0,9023.0,1041.0,88892,268.0,76.355,25.158
2019,1,La Rioja,16367.0,34984.0,12.0,252.0,41.0,51638,18.0,50.185,13.359
